conversation_id,utterance_id,speaker,history,utterance,emotion,visual,audio,Sr No.,Season,Episode,StartTime,EndTime,image,audio_path
167,3,Rachel,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?","Umm, well I would have to say that it's a, it's tragic love story.",neutral,"'Rachel: Thoughtful, slightly furrowed brow, pursed lips, contemplative gaze'","Fundamental Frequency: The fundamental frequency (F0) in this audio clip is generally in a moderate to slightly low range, suggesting a mature or serious tone. There's a noticeable upward inflection at the beginning of the utterance 'well', followed by a more sustained and relatively level pitch contour for the rest of the sentence. The overall impression is one of thoughtful and deliberate speech, with pitch not being excessively varied but used to convey the seriousness of the topic.; Loudness / Energy: The loudness and energy level are moderate, with no sudden peaks or significant dips. The speaker's voice sounds clear and well-supported, not overly forceful but with enough energy to convey the message clearly. There's a consistent energy throughout the short utterance, suggesting a stable vocal delivery without pronounced emphasis on any particular word. The overall impression is one of controlled and consistent vocalization.; Speaking Rate and Pauses: The speaking rate is slow to moderate, with a deliberate articulation. There's a distinct pause after 'well', which helps to frame the subsequent statement and add a sense of contemplation. The pacing is not rushed, allowing each word to be heard clearly. The pauses contribute to the thoughtful and measured delivery of the message.; Voice Quality Features: The voice quality appears to be smooth and clear. There are no obvious signs of hoarseness, strain, or breathiness. The vocal production seems well-controlled and resonant, suggesting good vocal fold function. The overall impression is of a healthy and steady voice, free from noticeable irregularities.",1628,5,9,"00:06:51,744","00:06:57,290",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_3/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt3.wav
167,4,The Teacher,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?
Rachel: Umm, well I would have to say that it's a, it's tragic love story.","Well, that's sort of a given, but yes. Anyone else?",neutral,"'The Teacher: Neutral expression, slightly raised eyebrows, open mouth.'","{ ""Fundamental Frequency: "": ""The fundamental frequency appears to be in a moderate to slightly high range, with a generally stable contour. There are no dramatic shifts in pitch that would suggest strong emotional inflection, but rather a consistent, clear vocalization. The pitch usage seems functional for conveying information without significant expressive variation."", ""Loudness / Energy: "": ""The loudness and energy level are consistent and moderate. The speaker's voice is neither overly soft nor excessively loud, maintaining a comfortable listening volume. There are no significant surges or dips in energy that would indicate strong emphasis or a lack of vocal engagement. The overall impression is one of steady, controlled vocal delivery."", ""Speaking Rate and Pauses: "": ""The speaking rate is moderate, with a clear and measured delivery. The speaker enunciates words distinctly. There are very short, almost imperceptible pauses between phrases or clauses, which contribute to a smooth and coherent flow. The pacing feels natural and easy to follow."", ""Voice Quality Features: "": ""The voice quality is clear and smooth, with no audible signs of strain, hoarseness, or breathiness. The vocal production sounds effortless and well-controlled, suggesting good vocal fold adduction and resonance. There are no noticeable irregularities or roughness that would detract from the overall pleasantness of the voice."" } }",1629,5,9,"00:06:57,917","00:07:02,421",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_4/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt4.wav
167,5,Rachel,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?
Rachel: Umm, well I would have to say that it's a, it's tragic love story.
The Teacher: Well, that's sort of a given, but yes. Anyone else?","Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which",joy,"'Rachel: Slightly raised eyebrows, neutral mouth, attentive eyes'","Fundamental Frequency: The fundamental frequency exhibits a moderate range with some fluctuations. The initial ""Ooh, ooh, ooh"" has a relatively steady, somewhat higher pitch, which then drops slightly and becomes more variable during the explanation of ""symbolism."" The pitch contour is generally level with slight rises and falls, creating a conversational tone. There isn't a pronounced use of wide pitch variations for emphasis, but the overall pitch seems within a typical male speaking range, possibly leaning towards the lower-mid end.; Loudness / Energy: The loudness and energy level are generally moderate and consistent. The initial vocalizations (""Ooh, ooh, ooh"") have a slightly higher energy, but this quickly settles into a clear, steady speaking volume for the rest of the segment. There are no dramatic shifts in loudness that would indicate strong emphasis. The energy is sustained, suggesting a confident but not overly energetic delivery.; Speaking Rate and Pauses: The speaking rate is moderate, with a smooth and rhythmic delivery. The transition from the initial sounds to the spoken words is immediate. There are no significant pauses within the spoken content, contributing to a continuous flow. The phrasing is natural and well-connected, making the speech easy to follow.; Voice Quality Features: The voice quality sounds clear and relatively smooth. There are no immediate indications of breathiness, strain, or hoarseness. The clarity suggests good vocal fold approximation. The sustained quality throughout this short segment implies a stable and healthy voice, without noticeable roughness or tightness.",1630,5,9,"00:07:03,047","00:07:12,889",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_5/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt5.wav
167,6,The Teacher,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?
Rachel: Umm, well I would have to say that it's a, it's tragic love story.
The Teacher: Well, that's sort of a given, but yes. Anyone else?
Rachel: Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which",Excellent! What Rachel has shrewdly observed here,joy,"'The Teacher: Intense, slightly raised eyebrows, open mouth, wide eyes'","Fundamental Frequency: The fundamental frequency (F0) in this audio clip is relatively moderate, suggesting a typical adult male voice. There are subtle fluctuations throughout, but no extreme shifts. The pitch contour appears fairly stable, with minor variations that likely follow natural intonation patterns rather than indicating significant emotional expression. Overall, the pitch usage is unremarkable and contributes to a clear, straightforward delivery.; Loudness / Energy: The loudness and energy level of the voice are consistently strong and clear throughout the audio. The speaker's vocal energy is robust, projecting well and giving an impression of confidence. There are no significant drops or spikes in volume, indicating a steady and controlled delivery. The overall vocal dynamics are present but not overly exaggerated, maintaining a focused and impactful presence.; Speaking Rate and Pauses: The speaking rate is moderate, with clear articulation and a comfortable pace. The speaker delivers their words smoothly and rhythmically. There are very brief, almost imperceptible pauses between phrases, which seem to be natural hesitations for breath or to emphasize the preceding word, rather than lengthy breaks. These minimal pauses contribute to a fluid and coherent flow of speech, avoiding any sense of rushing or dawdling.; Voice Quality Features: The voice quality is generally clear and smooth. There are no prominent signs of breathiness, strain, or hoarseness. The vocal production sounds healthy and well-supported, suggesting good vocal fold closure and control. Any slight imperfections are likely natural variations in speech rather than indicative of an unhealthy or distorted voice quality. The overall impression is one of a clear, resonant, and well-articulated voice.",1631,5,9,"00:07:18,062","00:07:21,648",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_6/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt6.wav
167,7,Phoebe,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?
Rachel: Umm, well I would have to say that it's a, it's tragic love story.
The Teacher: Well, that's sort of a given, but yes. Anyone else?
Rachel: Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which
The Teacher: Excellent! What Rachel has shrewdly observed here",You completely stole my answer!,anger,"'Phoebe: Furrowed brow, squinting eyes, mouth slightly open in frustration'","Fundamental Frequency: The fundamental frequency (pitch) in this short audio clip appears to be in a moderate to slightly high range. There isn't enough duration to make definitive statements about pitch contour or extensive fluctuations, but the initial delivery suggests a relatively stable pitch. The overall impression is of a clear, direct pitch without excessive variability.; Loudness / Energy: The loudness and vocal energy seem to be at a moderate to strong level, especially at the beginning of the clip. There's a clear sense of vocal projection. The energy feels consistent within this brief utterance, suggesting a speaker who is actively engaged and making their voice heard.; Speaking Rate and Pauses: The speaking rate in this very short fragment is moderate. The delivery of ""completely wasted"" is fairly direct with no significant pauses within the utterance itself. The pacing feels efficient for the short phrase spoken.; Voice Quality Features: The voice quality sounds clear and relatively smooth. There are no immediate indications of breathiness, strain, or significant hoarseness. The articulation is distinct, suggesting a well-supported voice for this brief duration.",1632,5,9,"00:07:23,109","00:07:24,985",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_7/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt7.wav
167,8,Rachel,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?
Rachel: Umm, well I would have to say that it's a, it's tragic love story.
The Teacher: Well, that's sort of a given, but yes. Anyone else?
Rachel: Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which
The Teacher: Excellent! What Rachel has shrewdly observed here
Phoebe: You completely stole my answer!","Well, honey that was pretty obvious.",sadness,"'Rachel: Downturned eyes, slight frown, focused gaze'","Fundamental Frequency: The fundamental frequency (F0) throughout the audio appears to be relatively stable and in a mid-range, not exhibiting extreme highs or lows. There are no dramatic pitch contours or significant upward or downward inflections. The overall impression is of a neutral and steady pitch usage.; Loudness / Energy: The loudness and energy level are consistently moderate, neither exceptionally strong nor soft. There are subtle fluctuations that suggest natural speech dynamics, but no abrupt shifts in intensity or significant emphasis. The overall vocal energy feels balanced.; Speaking Rate and Pauses: The speaking rate seems moderate, with a smooth delivery of words. There are very brief, almost imperceptible pauses, suggesting a continuous and flowing speech pattern. The pacing is consistent, without lengthy interruptions.; Voice Quality Features: The voice quality appears generally clear and smooth. There are no obvious signs of breathiness, strain, or hoarseness. The vocal production sounds natural and free from noticeable roughness or tightness, contributing to an overall pleasant auditory experience.",1633,5,9,"00:07:25,236","00:07:26,987",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_8/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt8.wav
167,9,Phoebe,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?
Rachel: Umm, well I would have to say that it's a, it's tragic love story.
The Teacher: Well, that's sort of a given, but yes. Anyone else?
Rachel: Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which
The Teacher: Excellent! What Rachel has shrewdly observed here
Phoebe: You completely stole my answer!
Rachel: Well, honey that was pretty obvious.",Well how would you know?! You didn't even read it!,anger,"'Phoebe: Slightly raised eyebrows, smirk, playful glint in the eyes.'","Fundamental Frequency: The fundamental frequency appears to be relatively stable throughout this short utterance, suggesting a consistent pitch. It seems to hover in a moderate range, not exceptionally high or low. There are no dramatic shifts or intonational contours evident, giving an impression of a neutral, declarative tone.; Loudness / Energy: The loudness and energy level are moderate and quite consistent. The voice sounds neither particularly strong nor soft. There are no significant variations in intensity that would suggest emphasis or dramatic shifts. The overall impression is one of steady, controlled vocal energy.; Speaking Rate and Pauses: The speaking rate is moderate, neither rushed nor particularly slow. The utterance is short and flows directly from one word to the next with no discernible pauses. This suggests a smooth and direct delivery of this brief statement.; Voice Quality Features: The voice quality sounds clear and relatively smooth. There are no immediate indicators of breathiness, strain, or hoarseness. The vocal production appears controlled and free from noticeable roughness or tightness, suggesting a healthy vocal production for this short segment.",1634,5,9,"00:07:27,238","00:07:29,489",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_9/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt9.wav
167,10,The Teacher,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?
Rachel: Umm, well I would have to say that it's a, it's tragic love story.
The Teacher: Well, that's sort of a given, but yes. Anyone else?
Rachel: Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which
The Teacher: Excellent! What Rachel has shrewdly observed here
Phoebe: You completely stole my answer!
Rachel: Well, honey that was pretty obvious.
Phoebe: Well how would you know?! You didn't even read it!",What do you think? You in the blue shirt.,neutral,"'The Teacher: Neutral expression, slightly furrowed brow, mouth closed with a hint of tension.'","Fundamental Frequency: The fundamental frequency (F0) in this short audio clip appears to be in a moderate to slightly low range, suggesting a natural and not particularly high-pitched voice. There are some minor fluctuations in pitch, which is normal for spontaneous speech, but no dramatic shifts or prolonged intonation patterns are evident. The overall impression is of a stable pitch contour.; Loudness / Energy: The loudness and vocal energy are moderate and consistent throughout the brief utterance. The voice sounds clear and of a comfortable listening volume. There are no significant changes in energy, indicating a lack of strong emphasis or dramatic shifts in intensity. The overall vocal dynamics are quite subdued.; Speaking Rate and Pauses: The speaking rate is moderate, with a clear and deliberate delivery. There is a very brief pause between 'you' and 'and', which seems natural and does not disrupt the flow. The rhythm is generally smooth, and the pacing feels unhurried.; Voice Quality Features: The voice quality sounds clear and smooth. There are no apparent signs of hoarseness, strain, or breathiness. The vocal production seems effortless and well-controlled, suggesting good vocal fold function with minimal irregularities.",1635,5,9,"00:07:31,492","00:07:34,911",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_10/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt10.wav
167,11,Phoebe,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?
Rachel: Umm, well I would have to say that it's a, it's tragic love story.
The Teacher: Well, that's sort of a given, but yes. Anyone else?
Rachel: Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which
The Teacher: Excellent! What Rachel has shrewdly observed here
Phoebe: You completely stole my answer!
Rachel: Well, honey that was pretty obvious.
Phoebe: Well how would you know?! You didn't even read it!
The Teacher: What do you think? You in the blue shirt.","I think that uh, yours is a question with many answers.",neutral,"'Phoebe: Raised eyebrow, slight smirk, playful expression'","Fundamental Frequency: The fundamental frequency appears to be within a moderate range, not particularly high or low. There are some subtle fluctuations, suggesting a natural intonation pattern rather than a monotone delivery. The pitch contour seems generally smooth, with slight rises and falls that follow the natural rhythm of the speech. Overall, pitch is used effectively to convey meaning and emotion without drawing undue attention to itself.; Loudness / Energy: The loudness and energy level are generally consistent and moderate. The voice sounds clear and present without being overpowering. There are no drastic shifts in energy, indicating a stable and controlled delivery. Any perceived emphasis is likely achieved through slight increases in volume or changes in articulation rather than significant power variations. The vocal dynamics are subtle but present, contributing to a pleasant listening experience.; Speaking Rate and Pauses: The speaking rate is moderate, with a smooth and rhythmic delivery. The speaker articulates clearly without rushing. There are brief, well-placed pauses that seem to aid comprehension and allow for natural breathing. These pauses do not interrupt the flow of speech but rather punctuate it effectively, contributing to a clear and understandable pacing.; Voice Quality Features: The voice quality sounds clear and smooth, without any noticeable signs of strain, hoarseness, or roughness. There are no indications of breathiness or a tight vocal production. The vocalization is consistent throughout the excerpt, suggesting good vocal control and a healthy vocal mechanism. The overall impression is of a pleasant and articulate voice.",1636,5,9,"00:07:37,540","00:07:42,210",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_11/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt11.wav
167,12,The Teacher,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?
Rachel: Umm, well I would have to say that it's a, it's tragic love story.
The Teacher: Well, that's sort of a given, but yes. Anyone else?
Rachel: Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which
The Teacher: Excellent! What Rachel has shrewdly observed here
Phoebe: You completely stole my answer!
Rachel: Well, honey that was pretty obvious.
Phoebe: Well how would you know?! You didn't even read it!
The Teacher: What do you think? You in the blue shirt.
Phoebe: I think that uh, yours is a question with many answers.",Would ya care to venture one?,neutral,"'The Teacher: Slightly raised eyebrows, questioning expression, mouth slightly open'","Fundamental Frequency: The fundamental frequency appears to be in a moderate range, neither particularly high nor low. There is some noticeable fluctuation, suggesting a natural, conversational intonation rather than a monotone delivery. The pitch contour shows some variation, rising and falling subtly throughout the utterance, which adds expressiveness. Overall, the pitch usage seems natural and engaging.; Loudness / Energy: The loudness and energy level are moderate. The voice sounds clear and present, without being overly loud or excessively soft. There are subtle variations in energy, with some words or phrases potentially carrying slightly more emphasis, but no drastic shifts. The overall vocal dynamics are balanced, indicating a controlled and stable vocal output.; Speaking Rate and Pauses: The speaking rate is moderate, feeling neither rushed nor overly deliberate. The delivery seems relatively smooth, with a natural rhythm. There are brief, typical pauses, likely for breath or cognitive processing, that do not significantly interrupt the flow of speech. These pauses contribute to the clarity and pacing of the message.; Voice Quality Features: The voice quality sounds generally clear and healthy. There are no prominent signs of breathiness, strain, or hoarseness. The vocal production appears smooth, suggesting good vocal fold function. Any fluctuations in quality are subtle and within the range of normal speech, contributing to a natural and pleasant vocal impression.",1637,5,9,"0:07:43,588","0:07:45,480",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_12/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt12.wav
167,13,Phoebe,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?
Rachel: Umm, well I would have to say that it's a, it's tragic love story.
The Teacher: Well, that's sort of a given, but yes. Anyone else?
Rachel: Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which
The Teacher: Excellent! What Rachel has shrewdly observed here
Phoebe: You completely stole my answer!
Rachel: Well, honey that was pretty obvious.
Phoebe: Well how would you know?! You didn't even read it!
The Teacher: What do you think? You in the blue shirt.
Phoebe: I think that uh, yours is a question with many answers.
The Teacher: Would ya care to venture one?",Would,neutral,"'Phoebe: Skeptical expression, raised eyebrows, slight frown, and pursed lips'","Fundamental Frequency: The fundamental frequency appears to be in a moderate range, neither exceptionally high nor low. There are some slight fluctuations, suggesting a natural intonation pattern rather than a monotone delivery. The pitch contour seems to follow typical sentence structures with rising intonation at the end of the phrase ""would you cared venture"", indicating a question.; Loudness / Energy: The loudness and energy level are consistent and moderate throughout this short utterance. The voice sounds clear and well-supported, with no significant dips or peaks in intensity. The emphasis seems to be placed naturally on the phrase being spoken, without any forceful projection.; Speaking Rate and Pauses: The speaking rate is moderate and the delivery is smooth. There are no noticeable pauses within this short segment, contributing to a continuous and direct flow of speech. The rhythm feels natural for a conversational utterance.; Voice Quality Features: The voice quality sounds clear and smooth. There are no perceptible signs of breathiness, strain, hoarseness, or roughness. The vocal production appears to be effortless and well-controlled, suggesting healthy vocal cords.",1638,5,9,"0:07:45,480","0:07:48,432",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_13/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt13.wav
167,14,The Teacher,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?
Rachel: Umm, well I would have to say that it's a, it's tragic love story.
The Teacher: Well, that's sort of a given, but yes. Anyone else?
Rachel: Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which
The Teacher: Excellent! What Rachel has shrewdly observed here
Phoebe: You completely stole my answer!
Rachel: Well, honey that was pretty obvious.
Phoebe: Well how would you know?! You didn't even read it!
The Teacher: What do you think? You in the blue shirt.
Phoebe: I think that uh, yours is a question with many answers.
The Teacher: Would ya care to venture one?
Phoebe: Would",Are you just repeating what I'm saying?,anger,"'The Teacher: Slightly raised eyebrows, eyes partially closed, neutral mouth position'","Fundamental Frequency: The fundamental frequency (F0) appears to be in a moderate to slightly low range, suggesting a voice that is neither exceptionally high-pitched nor very deep. There are noticeable fluctuations and variations in pitch throughout the audio, indicating a dynamic rather than monotonous vocal delivery. The pitch contour seems to rise and fall in a manner typical of natural intonation, with some instances of slight upward inflection towards the end of utterances. Overall, pitch is used to convey a sense of engagement and questioning.; Loudness / Energy: The loudness and energy level of the voice are generally moderate, with no extreme peaks or dips. The speaker's voice sounds clear and well-projected without being overpowering. There are subtle shifts in energy that seem to align with the intonation and phrasing, perhaps indicating slight emphasis on certain words. The overall vocal dynamics are balanced, contributing to a natural and easy-to-follow speech pattern.; Speaking Rate and Pauses: The speaking rate is moderate, with clear articulation and a steady rhythm. The speaker delivers their words at a comfortable pace, neither rushed nor excessively slow. There are brief pauses between phrases, which are well-placed and contribute to the intelligibility of the speech, allowing for natural breathing and cognitive processing. These pauses help to structure the utterances and enhance the overall flow.; Voice Quality Features: The voice quality appears to be clear and relatively smooth, without prominent signs of strain or hoarseness. There are no indications of excessive breathiness or roughness that would detract from intelligibility. The vocal production seems natural and well-supported, resulting in a pleasant and direct auditory impression.",1639,5,9,"00:07:50,052","00:07:54,514",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_14/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt14.wav
167,15,The Teacher,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?
Rachel: Umm, well I would have to say that it's a, it's tragic love story.
The Teacher: Well, that's sort of a given, but yes. Anyone else?
Rachel: Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which
The Teacher: Excellent! What Rachel has shrewdly observed here
Phoebe: You completely stole my answer!
Rachel: Well, honey that was pretty obvious.
Phoebe: Well how would you know?! You didn't even read it!
The Teacher: What do you think? You in the blue shirt.
Phoebe: I think that uh, yours is a question with many answers.
The Teacher: Would ya care to venture one?
Phoebe: Would
The Teacher: Are you just repeating what I'm saying?","All right, let's move on.",neutral,"'The Teacher: Calm demeanor, neutral mouth, attentive expression'","{ ""Fundamental Frequency: "": ""The fundamental frequency appears to be in a moderate range, not exhibiting extremely high or low characteristics. There's a general sense of pitch stability throughout this short segment, with no dramatic fluctuations or significant upward/downward shifts. The pitch contour is relatively flat, suggesting a steady vocal delivery in this initial part of the audio."", ""Loudness / Energy: "": ""The loudness and energy level are moderate, not sounding overly soft or excessively loud. There's a consistent energy output without prominent spikes or dips. The vocal delivery feels balanced in terms of intensity, contributing to a clear and present sound."", ""Speaking Rate and Pauses: "": ""The speaking rate in this very brief segment appears to be moderate. There are no noticeable pauses within this short utterance, suggesting a direct and continuous flow of speech. The delivery feels smooth and uninterrupted."", ""Voice Quality Features: "": ""The voice quality sounds clear and smooth. There are no immediate indications of breathiness, strain, hoarseness, or roughness. The vocal production appears controlled and effortless, contributing to a pleasant auditory experience."" } }",1641,5,9,"00:07:56,726","00:07:58,351",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_15/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt15.wav
167,16,Phoebe,"Phoebe: Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.
Phoebe: Which
The Teacher: How would you characterize the theme of this book, uh let's see here , Rachel Green?
Rachel: Umm, well I would have to say that it's a, it's tragic love story.
The Teacher: Well, that's sort of a given, but yes. Anyone else?
Rachel: Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which
The Teacher: Excellent! What Rachel has shrewdly observed here
Phoebe: You completely stole my answer!
Rachel: Well, honey that was pretty obvious.
Phoebe: Well how would you know?! You didn't even read it!
The Teacher: What do you think? You in the blue shirt.
Phoebe: I think that uh, yours is a question with many answers.
The Teacher: Would ya care to venture one?
Phoebe: Would
The Teacher: Are you just repeating what I'm saying?
The Teacher: All right, let's move on.",Okay then.,neutral,"'Rachel: Confused, furrowed brow, slightly parted lips, wide eyes'","Fundamental Frequency: The fundamental frequency appears to be in a moderate to slightly high range, giving the voice a generally clear and bright quality. There are some subtle fluctuations, indicating a natural expressiveness rather than a monotone delivery. The pitch contour shows a typical rise and fall characteristic of conversational speech, with slight upward inflections at the end of some phrases.; Loudness / Energy: The loudness and energy levels are generally consistent and moderate, suggesting a comfortable and clear projection of the voice. There are no extreme peaks or dips in energy, but a slight increase in intensity can be perceived during certain words, likely for emphasis. The overall impression is of a steady and well-controlled vocal delivery.; Speaking Rate and Pauses: The speaking rate is moderate, neither too fast nor too slow, allowing for clear articulation. The rhythm of speech is relatively smooth, with brief, well-placed pauses that facilitate comprehension and provide natural breaks. These pauses do not seem to disrupt the flow but rather enhance it, contributing to a measured and deliberate pace.; Voice Quality Features: The voice quality sounds clear and relatively smooth, without any prominent signs of hoarseness or strain. There might be a very slight breathiness at times, but it does not detract from the overall clarity. The vocal production seems efficient, suggesting a lack of excessive tension, and the voice has a pleasant, natural timbre.",1642,5,9,"00:07:59,270","00:08:00,312",/kaggle/input/video-frames-v1/preprocessed_frames/test/167_16/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia167_utt16.wav
168,0,Joey,,"All right, okay, this is great, uh, Chandler, you get behind the desk.",neutral,"'Joey: Concerned, slightly furrowed brow, focused gaze'","Fundamental Frequency: The fundamental frequency (F0) of the speech is generally in a moderate to slightly high range, suggesting a clear and articulate voice. The pitch remains relatively stable throughout the short utterance, with no significant fluctuations or dramatic changes. There are very subtle rises in pitch towards the end of phrases, which is typical for declarative statements. Overall, the pitch usage is straightforward and functional, supporting the clear delivery of information.; Loudness / Energy: The loudness and energy level are consistent and moderate, indicating a clear and audible vocal output. The speaker does not exhibit extreme variations in volume; instead, the energy is maintained at a level suitable for clear communication. There are no abrupt increases or decreases in loudness that would suggest strong emotional emphasis or significant dynamic shifts. The overall impression is one of a controlled and steady vocal energy.; Speaking Rate and Pauses: The speaking rate is moderate and the delivery is quite smooth. The speaker articulates words clearly without rushing. There are very brief, almost imperceptible pauses, likely occurring at natural phrase boundaries, which contribute to the overall flow and intelligibility of the speech rather than creating noticeable breaks or interruptions. The pacing feels natural and unhurried.; Voice Quality Features: The voice quality is clear and smooth, without any noticeable signs of strain, hoarseness, or breathiness. The vocal production appears efficient and well-controlled. There are no audible irregularities or harshness, suggesting a healthy and well-maintained voice. The overall impression is one of a clear, resonant, and pleasant vocal quality.",1643,4,22,"00:15:28,802","00:15:32,597",/kaggle/input/video-frames-v1/preprocessed_frames/test/168_0/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia168_utt0.wav
168,1,Joey,"Joey: All right, okay, this is great, uh, Chandler, you get behind the desk.","And-and when she comes in hopefully, she won't recognise you because, well, why would she?",neutral,"'Joey: Surprised, wide eyes, slightly open mouth'","Fundamental Frequency: The fundamental frequency (pitch) in this audio clip appears to be in a moderate range, without extreme highs or lows. The pitch is relatively stable throughout the short utterance, with no significant upward or downward inflections. The overall impression is of a steady, controlled pitch, suggesting a neutral or possibly slightly assertive tone.; Loudness / Energy: The loudness and energy level start at a moderate to slightly strong level and remain fairly consistent. There are no dramatic shifts in volume or intensity, indicating a consistent vocal effort. The overall impression is of a clear and audible voice, with a stable energy output.; Speaking Rate and Pauses: The speaking rate is moderate. The utterance is delivered smoothly with no significant pauses or hesitations within the short duration. The pacing feels natural and unhurried, contributing to a clear and easy-to-follow delivery.; Voice Quality Features: The voice quality sounds clear and smooth, without any perceptible signs of breathiness, strain, or hoarseness. There are no obvious fluctuations in vocal quality that would suggest roughness or tightness. The overall impression is of a healthy and well-supported voice.",1644,4,22,"00:15:32,765","00:15:38,061",/kaggle/input/video-frames-v1/preprocessed_frames/test/168_1/06_UMF.jpg,/kaggle/input/meld-raw/test_wav/dia168_utt1.wav
